source	conversation_id	title	date_created	date_updated	path	relevance_score	matched_keywords	likely_subsystem	extraction_priority	privacy_note
openai	69beba66-8328-8333-8139-d36fc8c3d001	Remote Control Mac to PC	2026-03-21	2026-03-21	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69beba66-8328-8333-8139-d36fc8c3d001	22	remote control;fuzzy:remote control	Remote Control	P2	ok for structured extraction
openai	6977326c-65cc-832e-b408-9344691e5004	Hyper-realistic iCAR Demo	2026-01-26	2026-01-26	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6977326c-65cc-832e-b408-9344691e5004	20	studio;demo	Creator Economy	P1	ok for structured extraction
openai	69f1b9e9-8e24-83ea-a7a1-8e3f1ec17ac3	Viral Effect Development	2026-04-29	2026-04-29	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f1b9e9-8e24-83ea-a7a1-8e3f1ec17ac3	20	earn;wallet	Economy	P1	ok for structured extraction
openai	698d51f0-6874-8331-b3cb-841134ed525b	Baruch College Overview	2026-02-12	2026-02-12	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#698d51f0-6874-8331-b3cb-841134ed525b	18	fuzzy:i app;fuzzy:i-product	Unknown	P2	ok for structured extraction
openai	4fd6375a-cd49-4f6b-a46b-7164a212148b	Content to Cash App	2024-01-23	2025-04-30	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#4fd6375a-cd49-4f6b-a46b-7164a212148b	18	pitch;earn	Economy	P1	ok for structured extraction
openai	69d35a1a-4224-8327-a71e-a1dd6efff73d	Editing Media for Court	2026-04-06	2026-04-06	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69d35a1a-4224-8327-a71e-a1dd6efff73d	18	fuzzy:i app;fuzzy:i-product	Unknown	P2	ok for structured extraction
openai	676a1fa6-75f8-8008-95c5-a7f546eddcc2	Fundraising for App Development	2024-12-24	2026-04-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#676a1fa6-75f8-8008-95c5-a7f546eddcc2	18	pitch;earn	Investor Demo	P1	ok for structured extraction
openai	69f2a8dc-b2c8-83ea-926b-c85099118aef	iGO Movement Layer	2026-04-30	2026-05-01	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f2a8dc-b2c8-83ea-926b-c85099118aef	18	studio;verification	Trust/Fraud	P2	ok for structured extraction
openai	69ada86e-8c80-8331-9f6a-c4e234ab4fce	Best Eye Tracker Options	2026-03-08	2026-03-10	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ada86e-8c80-8331-9f6a-c4e234ab4fce	16	eye tracking	Eye Tracking	P1	ok for structured extraction
openai	69adae5f-4d50-832c-8b60-c648d395d721	Git Clone Command	2026-03-08	2026-03-08	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69adae5f-4d50-832c-8b60-c648d395d721	16	eye tracking	Eye Tracking	P1	ok for structured extraction
openai	69f805ec-5118-83ea-9164-377177756e7e	Ivatar Creation and Features	2026-05-04	2026-05-06	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f805ec-5118-83ea-9164-377177756e7e	16	iVatar	Eye Tracking	P1	ok for structured extraction
openai	67ee3eca-72f8-8008-9b19-f026fddd5195	MVP Development Strategy	2025-04-03	2025-05-21	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67ee3eca-72f8-8008-9b19-f026fddd5195	16	rewards;MVP	Design/UX	P2	ok for structured extraction
openai	69ed89c3-0820-83ea-bf78-86781712fdf5	Self-expanding App Ecosystem	2026-04-26	2026-04-26	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ed89c3-0820-83ea-bf78-86781712fdf5	16	iCoin	Economy	P1	ok for structured extraction
openai	69f0c72f-b554-83ea-b380-e8417ffab10e	ELO Personal Intelligence Companion	2026-04-28	2026-05-12	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f0c72f-b554-83ea-b380-e8417ffab10e	14	ELO	Economy	P1	ok for structured extraction
openai	69ed7db6-607c-83ea-ad6b-757299470022	Elo as Personal Myth	2026-04-26	2026-04-26	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ed7db6-607c-83ea-ad6b-757299470022	14	ELO	Eye Tracking	P1	ok for structured extraction
openai	69ab5f49-d264-832d-aa6f-f43a14e7e03b	Lovable AI App Builder	2026-03-06	2026-03-06	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ab5f49-d264-832d-aa6f-f43a14e7e03b	14	Lovable;fuzzy:i app	Design/UX	P2	ok for structured extraction
openai	69ad2052-a958-8328-9045-b20b7c66513b	Lovable AI Platform	2026-03-08	2026-03-08	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ad2052-a958-8328-9045-b20b7c66513b	14	Lovable;fuzzy:i platform	Unknown	P2	ok for structured extraction
openai	69f630c6-9018-83ea-a399-e773cabdd78b	iTIP Module Development	2026-05-02	2026-05-06	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f630c6-9018-83ea-a399-e773cabdd78b	14	verification;Cursor	Trust/Fraud	P2	ok for structured extraction
openai	69583a3f-7288-8325-bc93-cba79b26ee31	Best no-code platform	2026-01-02	2026-01-02	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69583a3f-7288-8325-bc93-cba79b26ee31	12	Lovable;Cursor	Design/UX	P2	ok for structured extraction
openai	6978e478-5ac0-8332-a81d-78be9531c204	Car Discovery App UI	2026-01-27	2026-01-27	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6978e478-5ac0-8332-a81d-78be9531c204	12	investor	Investor Demo	P1	ok for structured extraction
openai	69b5491d-4ef8-8332-bb00-5fa9de196105	Digital Rotation Tracker	2026-03-14	2026-03-14	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69b5491d-4ef8-8332-bb00-5fa9de196105	12	Lovable;Cursor	Eye Tracking	P2	ok for structured extraction
openai	69a812ed-4c78-8331-8c95-63d6eb1448c3	Investor Timing for App	2026-03-04	2026-03-04	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69a812ed-4c78-8331-8c95-63d6eb1448c3	12	investor	Investor Demo	P1	ok for structured extraction
openai	69f63188-a3f8-83ea-a193-bef92d16d96b	iBUY Module Development	2026-05-02	2026-05-02	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f63188-a3f8-83ea-a193-bef92d16d96b	12	wallet	Economy	P1	ok for structured extraction
openai	69e8ef52-8b4c-83ea-b5da-60d9e1979390	3D Designer Toy Render	2026-04-22	2026-04-22	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69e8ef52-8b4c-83ea-b5da-60d9e1979390	10	studio	Creator Economy	P2	ok for structured extraction
openai	69d71362-638c-832d-bf2c-d926b1e566a7	AI Music Production Tool	2026-04-09	2026-04-09	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69d71362-638c-832d-bf2c-d926b1e566a7	10	studio	Creator Economy	P2	ok for structured extraction
openai	69cd370f-1170-832c-ada2-8ce4118b063d	Attorney Access to Evidence	2026-04-01	2026-04-04	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69cd370f-1170-832c-ada2-8ce4118b063d	10	fraud	Trust/Fraud	P2	ok for structured extraction
openai	6771160b-43a8-8008-9eb1-19dae200cdf1	Automated Tattoo Machine Design	2024-12-29	2025-01-02	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6771160b-43a8-8008-9eb1-19dae200cdf1	10	pitch	Investor Demo	P1	ok for structured extraction
openai	67eaceb8-2ef8-8008-a610-001a092c396d	Bad car dealership experience	2025-03-31	2025-03-31	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67eaceb8-2ef8-8008-a610-001a092c396d	10	fraud	Trust/Fraud	P2	ok for structured extraction
openai	69d6016b-7dcc-832e-b158-17d3c2cf1a67	Effective Platform for i Project	2026-04-08	2026-04-08	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69d6016b-7dcc-832e-b158-17d3c2cf1a67	10	fuzzy:i-product	Unknown	P2	ok for structured extraction
openai	6978f8fd-da78-8326-a9de-40a87f3da58e	Explainer Video Creation	2026-01-27	2026-01-27	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6978f8fd-da78-8326-a9de-40a87f3da58e	10	demo	Economy	P1	ok for structured extraction
openai	292ec2ac-583f-4a3d-a9c9-5f9a29f0d91d	Generate Images for Pitch.	2023-03-29	2026-04-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#292ec2ac-583f-4a3d-a9c9-5f9a29f0d91d	10	pitch	Investor Demo	P1	ok for structured extraction
openai	699578af-d7ec-8325-acf8-1d88d47e3280	Monetization and Fraud Models	2026-02-18	2026-02-18	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#699578af-d7ec-8325-acf8-1d88d47e3280	10	fraud	Trust/Fraud	P2	ok for structured extraction
openai	d40bbc78-ebd8-4bbe-9bbc-861196a4ff6e	MoodMate App for Emotions	2023-03-07	2023-03-07	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#d40bbc78-ebd8-4bbe-9bbc-861196a4ff6e	10	pitch	Investor Demo	P1	ok for structured extraction
openai	697a2bac-bd88-832a-a88b-33e0af85ed6a	Pitch Deck Creation	2026-01-28	2026-01-28	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#697a2bac-bd88-832a-a88b-33e0af85ed6a	10	pitch	Investor Demo	P1	ok for structured extraction
openai	697a3572-f4dc-8333-b3a7-7b86b405d7b6	Pitch Deck for bysnow	2026-01-28	2026-01-28	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#697a3572-f4dc-8333-b3a7-7b86b405d7b6	10	pitch	Investor Demo	P1	ok for structured extraction
openai	67b62abc-d930-8008-bf87-36ba24646ef4	Rental Listings in NY	2025-02-19	2025-02-19	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67b62abc-d930-8008-bf87-36ba24646ef4	10	studio	Creator Economy	P2	ok for structured extraction
openai	68ead35c-8628-8324-8475-44f7cdfc3ba2	Resume building and optimization	2025-10-11	2025-10-11	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68ead35c-8628-8324-8475-44f7cdfc3ba2	10	fraud	Trust/Fraud	P2	ok for structured extraction
openai	69f2c090-26cc-83ea-a986-67cf628a0ca1	Self-Discovery Platform	2026-04-30	2026-05-06	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f2c090-26cc-83ea-a986-67cf628a0ca1	10	studio	Eye Tracking	P2	ok for structured extraction
openai	b450ef40-70a9-42b0-a50a-aba9847457b4	Sora AI Release Unknown	2024-03-25	2026-04-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#b450ef40-70a9-42b0-a50a-aba9847457b4	10	pitch	Investor Demo	P1	ok for structured extraction
openai	69f377e5-f5a8-83ea-9386-6ee641db0ffa	Studio Automation Brainstorm	2026-04-30	2026-05-06	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f377e5-f5a8-83ea-9386-6ee641db0ffa	10	studio	Eye Tracking	P2	ok for structured extraction
openai	69d607d7-fecc-8328-9b3b-1bec84ecddfe	Suno Studio Overview	2026-04-08	2026-04-08	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69d607d7-fecc-8328-9b3b-1bec84ecddfe	10	studio	Creator Economy	P2	ok for structured extraction
openai	69ad399b-f270-832a-a75b-f87d5844b1bb	What is Flutter	2026-03-08	2026-03-14	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ad399b-f270-832a-a75b-f87d5844b1bb	10	studio	Creator Economy	P2	ok for structured extraction
openai	69f63007-bd14-83ea-84ba-4ba85cba7deb	iGO Module Development	2026-05-02	2026-05-02	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f63007-bd14-83ea-84ba-4ba85cba7deb	10	demo	Investor Demo	P1	ok for structured extraction
openai	68fc68be-4ad0-8329-a1db-d0fdbf4914ec	3-day app promo plan	2025-10-25	2025-10-25	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68fc68be-4ad0-8329-a1db-d0fdbf4914ec	8	MVP	Investor Demo	P2	ok for structured extraction
openai	675c7023-8f2c-8008-8140-2effdbced446	30 Min Car Promo	2024-12-13	2024-12-17	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#675c7023-8f2c-8008-8140-2effdbced446	8	fuzzy:i platform	Unknown	P2	ok for structured extraction
openai	691bf3dd-4f58-8332-960b-682eabe6ac61	AI app presentation tips	2025-11-18	2025-11-18	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#691bf3dd-4f58-8332-960b-682eabe6ac61	8	fuzzy:i app	Unknown	P2	ok for structured extraction
openai	6a052635-7130-83ea-8c8d-6ce8a06f80c7	Anonymity vs Trust in Apps	2026-05-14	2026-05-14	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6a052635-7130-83ea-8c8d-6ce8a06f80c7	8	trust	Trust/Fraud	P2	ok for structured extraction
openai	68eaa2a3-59a4-8327-9af5-4a15c3ce8639	App development planning	2025-10-11	2025-10-11	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68eaa2a3-59a4-8327-9af5-4a15c3ce8639	8	rewards	Economy	P2	ok for structured extraction
openai	69f0d5ad-1230-83ea-a5d3-285f9ce67ec6	Cost-Effective Building Strategy	2026-04-28	2026-05-01	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f0d5ad-1230-83ea-a5d3-285f9ce67ec6	8	verification	Trust/Fraud	P2	ok for structured extraction
openai	69da437c-da58-83ea-a9fd-42a79696156e	ELEFUNK Genre Creation	2026-04-11	2026-05-15	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69da437c-da58-83ea-a9fd-42a79696156e	8	campaign	Eye Tracking	P2	ok for structured extraction
openai	69f5131d-2948-83ea-9ee4-93a35aade0ba	General 2 Brainstorming	2026-05-01	2026-05-02	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f5131d-2948-83ea-9ee4-93a35aade0ba	8	earn	ELO/iVatar	P2	ok for structured extraction
openai	699f46b6-d4e0-832f-9fc6-63dcd0bb091d	Postgres 17 Setup	2026-02-25	2026-02-26	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#699f46b6-d4e0-832f-9fc6-63dcd0bb091d	8	earn	Eye Tracking	P2	ok for structured extraction
openai	67a399b7-0318-8008-a74b-5ab7341a24d4	Proportional Bill Shares	2025-02-05	2025-02-05	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67a399b7-0318-8008-a74b-5ab7341a24d4	8	earn	Unknown	P2	ok for structured extraction
openai	68217202-7054-8008-9a37-386bbc89e5f5	Quick Cash Opportunities	2025-05-12	2025-05-13	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68217202-7054-8008-9a37-386bbc89e5f5	8	earn	Design/UX	P2	ok for structured extraction
openai	6749f49f-9550-8008-a0d7-6fd04843b455	Referral Offer Details	2024-11-29	2024-11-29	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6749f49f-9550-8008-a0d7-6fd04843b455	8	rewards	ELO/iVatar	P2	ok for structured extraction
openai	69d8a1e9-1a08-8325-a5b3-50177e3eae94	Suno Vocal Replacement Explained	2026-04-10	2026-04-10	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69d8a1e9-1a08-8325-a5b3-50177e3eae94	8	fuzzy:i platform	Unknown	P2	ok for structured extraction
openai	67569fdb-1698-8008-ad1c-d3fbc8cabffd	Text-to-Video Command Creation	2024-12-09	2024-12-11	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67569fdb-1698-8008-ad1c-d3fbc8cabffd	8	fuzzy:i platform	Unknown	P2	ok for structured extraction
openai	69773a53-cb48-832e-bf9d-739e5fbc87b8	Tinder for Cars MVP	2026-01-26	2026-01-27	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69773a53-cb48-832e-bf9d-739e5fbc87b8	8	MVP	Design/UX	P2	ok for structured extraction
openai	695c2889-ede8-832a-be3e-e1b737779ae2	API Key Information	2026-01-05	2026-01-05	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#695c2889-ede8-832a-be3e-e1b737779ae2	6	Cursor	Unknown	P3	low relevance; metadata only
openai	69f5204b-b684-83ea-9737-f1280ffcff7d	API Limit Impact Analysis	2026-05-01	2026-05-01	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f5204b-b684-83ea-9737-f1280ffcff7d	6	Cursor	Unknown	P3	low relevance; metadata only
openai	68191872-d820-8008-93be-47b68f685437	AutoType AI Assistant	2025-05-05	2025-05-05	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68191872-d820-8008-93be-47b68f685437	6	Cursor	ELO/iVatar	P3	low relevance; metadata only
openai	67c7e368-6218-8008-ac3b-dfee4b0d44b8	Bubble vs Cursor Comparison	2025-03-05	2026-04-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67c7e368-6218-8008-ac3b-dfee4b0d44b8	6	Cursor	Design/UX	P3	low relevance; metadata only
openai	69c0b858-8fc8-8333-96db-cdd354c1be01	Claude vs IDE for Development	2026-03-23	2026-03-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69c0b858-8fc8-8333-96db-cdd354c1be01	6	Cursor	ELO/iVatar	P3	low relevance; metadata only
openai	67fdb476-d304-8008-a1a2-e7de016770c0	Clone Instagram or TikTok	2025-04-15	2025-04-15	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67fdb476-d304-8008-a1a2-e7de016770c0	6	Cursor	Design/UX	P3	low relevance; metadata only
openai	69ee623d-0d44-83ea-9e98-15c6d2c9b02f	Cursor mobile workaround	2026-04-26	2026-04-26	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ee623d-0d44-83ea-9e98-15c6d2c9b02f	6	Cursor	Design/UX	P3	low relevance; metadata only
openai	69c7aeda-8c98-8329-97c0-822fda3dd707	Downgrading and Credit Loss	2026-03-28	2026-03-28	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69c7aeda-8c98-8329-97c0-822fda3dd707	6	Lovable	Unknown	P3	low relevance; metadata only
openai	69ebbc7d-5cac-83ea-a471-4c8f0a1ff16d	GPT-5.5 vs Claude	2026-04-24	2026-04-24	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ebbc7d-5cac-83ea-a471-4c8f0a1ff16d	6	Cursor	Eye Tracking	P3	low relevance; metadata only
openai	67fc4003-f9cc-8008-8f59-89768aaf4265	Image modification request	2025-04-13	2025-04-14	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67fc4003-f9cc-8008-8f59-89768aaf4265	6	Cursor	Design/UX	P3	low relevance; metadata only
openai	69f0c4be-b4dc-83ea-81fc-8ebedf79bde9	Micro-building Audit System	2026-04-28	2026-04-28	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f0c4be-b4dc-83ea-81fc-8ebedf79bde9	6	Cursor	Design/UX	P3	low relevance; metadata only
openai	69ec676b-7d1c-83ea-8290-2a295621c125	Privacy by Default	2026-04-25	2026-04-25	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ec676b-7d1c-83ea-8290-2a295621c125	6	Cursor	Unknown	P3	low relevance; metadata only
openai	69e1be67-72b0-83ea-a77c-fbc4ae7e6c95	Project Design Layers	2026-04-17	2026-04-24	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69e1be67-72b0-83ea-a77c-fbc4ae7e6c95	6	Cursor	Design/UX	P3	low relevance; metadata only
openai	69fa9b6f-9b64-83ea-868b-9284080116c9	Project Hosting Advice	2026-05-06	2026-05-06	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69fa9b6f-9b64-83ea-868b-9284080116c9	6	Cursor	ELO/iVatar	P3	low relevance; metadata only
openai	6a01edae-0bd4-83ea-98b8-78221b4a1b12	Using Cursor on Phone	2026-05-11	2026-05-11	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6a01edae-0bd4-83ea-98b8-78221b4a1b12	6	Cursor	Design/UX	P3	low relevance; metadata only
openai	68bda4c6-b97c-8325-ba68-ed5aebd4c5fb	16000 days calculation	2025-09-07	2025-09-07	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68bda4c6-b97c-8325-ba68-ed5aebd4c5fb	0		Unknown	P3	low relevance; metadata only
openai	68238b88-1470-8008-ad4e-718e7ed3cfc6	2008 S550 Fuse Box	2025-05-13	2025-05-17	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68238b88-1470-8008-ad4e-718e7ed3cfc6	0		Unknown	P3	low relevance; metadata only
openai	69bea95c-ab98-8326-91f4-351d7cdf3c76	2023 RAM vs Tundra	2026-03-21	2026-03-21	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69bea95c-ab98-8326-91f4-351d7cdf3c76	0		Unknown	P3	low relevance; metadata only
openai	6802f428-6c34-8008-afe6-cc2c1830ebb6	20TB Cloud Storage Free	2025-04-19	2025-04-19	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6802f428-6c34-8008-afe6-cc2c1830ebb6	0		Unknown	P3	low relevance; metadata only
openai	6779a068-40e4-8008-8b74-bd9d661dabd9	3 Day Headache Causes	2025-01-04	2025-01-04	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6779a068-40e4-8008-8b74-bd9d661dabd9	0		Unknown	P3	low relevance; metadata only
openai	1985ccf0-bd91-4264-a02b-459a1c2f3877	30 Ways to Make Money	2024-03-05	2026-04-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#1985ccf0-bd91-4264-a02b-459a1c2f3877	0		Unknown	P3	low relevance; metadata only
openai	69ba2c79-c13c-8331-84d1-4bd4b47ebd19	3D Rotary Button UI	2026-03-18	2026-03-18	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ba2c79-c13c-8331-84d1-4bd4b47ebd19	0		Unknown	P3	low relevance; metadata only
openai	69cdda36-39b4-832a-a048-7e8eba1b7e70	4shared Overview	2026-04-02	2026-04-02	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69cdda36-39b4-832a-a048-7e8eba1b7e70	0		Unknown	P3	low relevance; metadata only
openai	699bd84b-cbb8-8332-9055-41f21424f871	561 Clinton Ave Brooklyn	2026-02-23	2026-02-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#699bd84b-cbb8-8332-9055-41f21424f871	0		Unknown	P3	low relevance; metadata only
openai	69f6e6ce-2328-83ea-a46f-f7b59b114d8c	AI Job Application Bot	2026-05-03	2026-05-03	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f6e6ce-2328-83ea-a46f-f7b59b114d8c	0		Unknown	P3	low relevance; metadata only
openai	698d0daf-474c-832b-a2df-c6d86ab2ea6a	AI Resume Tailoring Tools	2026-02-11	2026-02-11	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#698d0daf-474c-832b-a2df-c6d86ab2ea6a	0		Unknown	P3	low relevance; metadata only
openai	6851878d-97a0-8008-879a-adfb772e4e95	AI Tools for Car Sales	2025-06-17	2025-06-17	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6851878d-97a0-8008-879a-adfb772e4e95	0		Unknown	P3	likely personal/off-topic; exclude from extraction unless owner requests
openai	6928a6be-76cc-832a-98a7-d64870565791	AI tools for app video	2025-11-27	2025-11-27	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6928a6be-76cc-832a-98a7-d64870565791	0		Unknown	P3	low relevance; metadata only
openai	694301a4-78fc-8331-8a81-a8f833bfdbe6	AI-powered presentation guide	2025-12-17	2025-12-18	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#694301a4-78fc-8331-8a81-a8f833bfdbe6	0		Unknown	P3	low relevance; metadata only
openai	69cc4b91-ac48-8328-ac53-ed7f33bc1559	AMC Majestic 6 Info	2026-03-31	2026-03-31	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69cc4b91-ac48-8328-ac53-ed7f33bc1559	0		Unknown	P3	low relevance; metadata only
openai	69b892b7-6970-832c-a86e-f55d06176cf6	APS Acronym Meanings	2026-03-16	2026-03-16	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69b892b7-6970-832c-a86e-f55d06176cf6	0		Unknown	P3	low relevance; metadata only
openai	698d0e23-e11c-832e-b73e-2d58dd71c40d	ATS Resume for Sales Role	2026-02-11	2026-02-12	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#698d0e23-e11c-832e-b73e-2d58dd71c40d	0		Unknown	P3	low relevance; metadata only
openai	6a00f4de-62b0-83ea-90ed-775a752f2528	Abacus animation prompt	2026-05-10	2026-05-10	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6a00f4de-62b0-83ea-90ed-775a752f2528	0		Unknown	P3	low relevance; metadata only
openai	69bb121e-8860-832c-9b57-1ce1a5714dec	Add Skill to Claude	2026-03-18	2026-03-18	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69bb121e-8860-832c-9b57-1ce1a5714dec	0		Unknown	P3	low relevance; metadata only
