path	name	extension	size_bytes	modified	likely_source	subsystem	classification	viability	priority	notes
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/screens/wallet_screen.dart	wallet_screen.dart	.dart	4938	2025-06-10 14:09:28	IVAULT archive	wallet_economy	Prototype	Usable After Review	high	high-value keyword match
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/screens/discovery_screen.dart	discovery_screen.dart	.dart	7732	2025-06-10 14:09:58	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/screens/rewards_demo_screen.dart	rewards_demo_screen.dart	.dart	18037	2025-06-10 17:56:44	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	high-value keyword match
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/screens/home_screen.dart	home_screen.dart	.dart	11023	2025-06-10 14:13:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/discovery_map_service.dart	discovery_map_service.dart	.dart	17363	2025-06-10 18:53:48	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/preferences_service.dart	preferences_service.dart	.dart	14987	2025-06-10 17:16:41	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/firestore_service.dart	firestore_service.dart	.dart	0	2025-05-29 14:40:39	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/messaging_service.dart	messaging_service.dart	.dart	21122	2025-06-17 13:23:22	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/interaction_tracker_service.dart	interaction_tracker_service.dart	.dart	16340	2025-06-11 13:19:51	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/rewards_service.dart	rewards_service.dart	.dart	19302	2025-06-17 13:05:16	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/functions_service.dart	functions_service.dart	.dart	0	2025-05-29 14:40:39	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/wallet_service.dart	wallet_service.dart	.dart	1	2025-06-10 18:01:37	IVAULT archive	wallet_economy	Prototype	Usable After Review	high	high-value keyword match
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/auth_service.dart	auth_service.dart	.dart	0	2025-05-29 14:40:39	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/eye_tracking_service.dart	eye_tracking_service.dart	.dart	13381	2025-06-10 17:51:19	IVAULT archive	eye_tracking	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/ai_personalization_service.dart	ai_personalization_service.dart	.dart	22588	2025-06-11 13:18:10	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/user_preferences_manager.dart	user_preferences_manager.dart	.dart	16677	2025-06-11 13:19:06	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/services/storage_service.dart	storage_service.dart	.dart	0	2025-05-29 14:40:39	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/utils/create_basic_markers.dart	create_basic_markers.dart	.dart	12350	2025-06-11 10:48:42	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/utils/marker_asset_creator.dart	marker_asset_creator.dart	.dart	6960	2025-06-10 18:33:42	IVAULT archive	creator_campaign	Prototype	Usable After Review	high	high-value keyword match
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/utils/simple_asset_generator.dart	simple_asset_generator.dart	.dart	16112	2025-06-10 19:13:11	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/utils/customizable_marker_generator.dart	customizable_marker_generator.dart	.dart	28181	2025-06-11 11:12:45	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/utils/generate_marker_assets.dart	generate_marker_assets.dart	.dart	13200	2025-06-10 19:12:09	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/utils/marker_customization_guide.dart	marker_customization_guide.dart	.dart	17886	2025-06-11 11:14:09	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/utils/marker_generator.dart	marker_generator.dart	.dart	11003	2025-06-10 18:53:37	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/interactive_3d_buttons.dart	interactive_3d_buttons.dart	.dart	17527	2025-06-10 17:20:35	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/personalized_feed_widget.dart	personalized_feed_widget.dart	.dart	21465	2025-06-11 13:20:41	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/chat_screen.dart	chat_screen.dart	.dart	19055	2025-06-17 13:24:00	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/wallet_summary.dart	wallet_summary.dart	.dart	14075	2025-06-10 17:56:06	IVAULT archive	wallet_economy	Prototype	Usable After Review	high	high-value keyword match
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/message_bubble.dart	message_bubble.dart	.dart	14298	2025-06-17 13:24:38	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/typing_indicator.dart	typing_indicator.dart	.dart	2923	2025-06-17 13:25:23	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/chat_list_widget.dart	chat_list_widget.dart	.dart	11665	2025-06-17 13:26:45	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/eye_tracking_indicator.dart	eye_tracking_indicator.dart	.dart	22021	2025-06-10 17:49:40	IVAULT archive	eye_tracking	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/media_picker.dart	media_picker.dart	.dart	9958	2025-06-17 13:26:18	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/ai_feedback_overlays.dart	ai_feedback_overlays.dart	.dart	29865	2025-06-17 13:07:06	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/discovery_map_widget.dart	discovery_map_widget.dart	.dart	40672	2025-06-11 11:06:19	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/ai_response_overlay.dart	ai_response_overlay.dart	.dart	9813	2025-06-17 13:25:51	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/ai_personalized_feed_widget.dart	ai_personalized_feed_widget.dart	.dart	28847	2025-06-17 13:02:32	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/lib/widgets/user_preferences_settings.dart	user_preferences_settings.dart	.dart	27230	2025-06-11 13:22:17	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/test/widget_test.dart	widget_test.dart	.dart	1056	2025-05-29 14:40:34	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/web/index.html	index.html	.html	1208	2025-05-29 14:40:34	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/web/favicon.png	favicon.png	.png	917	2025-04-14 18:59:25	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/web/manifest.json	manifest.json	.json	906	2025-05-29 14:40:34	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/web/icons/Icon-192.png	Icon-192.png	.png	5292	2025-04-14 18:59:25	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/web/icons/Icon-maskable-192.png	Icon-maskable-192.png	.png	5594	2025-04-14 18:27:09	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/web/icons/Icon-maskable-512.png	Icon-maskable-512.png	.png	20998	2025-04-14 18:27:09	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the app/i_app/web/icons/Icon-512.png	Icon-512.png	.png	8252	2025-04-14 18:59:25	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/.DS_Store	.DS_Store	(none)	6148	2026-04-23 20:32:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/note	note	(none)	258	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/middleware.ts	middleware.ts	.ts	1134	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/.DS_Store	.DS_Store	(none)	8196	2025-12-05 12:19:55	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/LICENSE	LICENSE	(none)	1065	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/postcss.config.mjs	postcss.config.mjs	.mjs	135	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/next.config.mjs	next.config.mjs	.mjs	92	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/.firebaserc	.firebaserc	(none)	57	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/tailwind.config.ts	tailwind.config.ts	.ts	498	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/.gitignore	.gitignore	(none)	425	2025-05-24 18:36:26	Git repository	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/package-lock.json	package-lock.json	.json	223748	2025-05-24 18:36:53	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/package.json	package.json	.json	681	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/constants.ts	constants.ts	.ts	155	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/rules.json	rules.json	.json	161	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/tsconfig.json	tsconfig.json	.json	574	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/firebase.json	firebase.json	.json	50	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/.eslintrc.json	.eslintrc.json	.json	40	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/actions/types.ts	types.ts	.ts	355	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/actions/auth-actions.ts	auth-actions.ts	.ts	535	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/app/favicon.ico	favicon.ico	.ico	15406	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/app/layout.tsx	layout.tsx	.tsx	609	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/app/page.tsx	page.tsx	.tsx	1093	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/app/globals.css	globals.css	.css	3141	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/app/[uid]/page.tsx	page.tsx	.tsx	2768	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/app/home/page.tsx	page.tsx	.tsx	1620	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/app/login/page.tsx	page.tsx	.tsx	1153	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/app/testing/page.tsx	page.tsx	.tsx	2837	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/app/upload/page.tsx	page.tsx	.tsx	129	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/components/index.tsx	index.tsx	.tsx	28189	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/components/floatinglogin.tsx	floatinglogin.tsx	.tsx	8729	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/components/header.tsx	header.tsx	.tsx	12908	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/components/Mobile/login.tsx	login.tsx	.tsx	8545	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/components/Mobile/footerhome.tsx	footerhome.tsx	.tsx	9052	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/components/Mobile/footer.tsx	footer.tsx	.tsx	7545	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/components/home/headerhome.tsx	headerhome.tsx	.tsx	27510	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/components/home/indexhome.tsx	indexhome.tsx	.tsx	31071	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/components/home/profile/editprofile.tsx	editprofile.tsx	.tsx	12504	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/components/home/profile/profilehome.tsx	profilehome.tsx	.tsx	53021	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/hooks/use-user-session.ts	use-user-session.ts	.ts	537	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/libs/firebase/config.ts	config.ts	.ts	764	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/libs/firebase/auth.ts	auth.ts	.ts	4498	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/libs/utils/randomString.ts	randomString.ts	.ts	225	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Search.svg	Search.svg	.svg	949	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/AddFriend.svg	AddFriend.svg	.svg	417	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/bookmark-mobilebar.svg	bookmark-mobilebar.svg	.svg	1283	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Friends-Icon.svg	Friends-Icon.svg	.svg	761	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/back-arrow.svg	back-arrow.svg	.svg	195	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Follow-Profile.svg	Follow-Profile.svg	.svg	365	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Home.svg	Home.svg	.svg	735	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/logout.svg	logout.svg	.svg	351	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/theme.svg	theme.svg	.svg	322	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/privatekonten-mobilebar.svg	privatekonten-mobilebar.svg	.svg	616	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Inbox.svg	Inbox.svg	.svg	396	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Tiktok-Logo.svg	Tiktok-Logo.svg	.svg	4064	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Apple-Icon.svg	Apple-Icon.svg	.svg	936	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/wall1.jpg	wall1.jpg	.jpg	401205	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/user.png	user.png	.png	3509	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/likes-mobilebar.svg	likes-mobilebar.svg	.svg	2206	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Plus.svg	Plus.svg	.svg	224	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Gear.svg	Gear.svg	.svg	2301	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/TiktokCoin.png	TiktokCoin.png	.png	871	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Live.svg	Live.svg	.svg	666	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Menu-three-period.svg	Menu-three-period.svg	.svg	542	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/test.png	test.png	.png	90115	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Live-mobile.svg	Live-mobile.svg	.svg	2750	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Navigation.svg	Navigation.svg	.svg	464	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/post-icon.svg	post-icon.svg	.svg	3832	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Tele.svg	Tele.svg	.svg	2317	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Dropdown Arrow.svg	Dropdown Arrow.svg	.svg	148	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Facebook.svg	Facebook.svg	.svg	594	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Love.svg	Love.svg	.svg	1101	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Google.svg	Google.svg	.svg	1027	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
/Users/2023macbookpro/Desktop/IVAULT/DEMOS:REPOS/i the coming app/tiktok-clone/public/Gembok.svg	Gembok.svg	.svg	828	2025-05-24 18:36:26	IVAULT archive	investor_pitch	Prototype	Usable After Review	high	
